autonum,redcap_event_name,redcap_repeat_instrument,redcap_repeat_instance,appr_comm_id,appr_hh_code,appr_hh_yn,appr_hh_not,appr_hh_not_other,appr_n_accpt,appr_n_rfs,appr_rfs_rsn_1,appr_rfs_rsn_other_1,appr_rfs_rsn_2,appr_rfs_rsn_other_2,appr_rfs_rsn_3,appr_rfs_rsn_other_3,appr_rfs_rsn_4,appr_rfs_rsn_other_4,appr_rfs_rsn_5,appr_rfs_rsn_other_5,appr_rfs_rsn_6,appr_rfs_rsn_other_6,appr_rfs_rsn_7,appr_rfs_rsn_other_7,appr_rfs_rsn_8,appr_rfs_rsn_other_8,appr_rfs_rsn_9,appr_rfs_rsn_other_9,appr_rfs_rsn_10,appr_rfs_rsn_other_10,appr_rfs_rsn_11,appr_rfs_rsn_other_11,appr_rfs_rsn_12,appr_rfs_rsn_other_12,abordaje_vivienda_complete
1831,baseline_visit_arm_1,,,03,948,1,,,1,2,2,,2,,,,,,,,,,,,,,,,,,,,,,1
1832,baseline_visit_arm_1,,,03,943,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1833,baseline_visit_arm_1,,,03,197,1,,,4,2,3,,3,,,,,,,,,,,,,,,,,,,,,,1
1834,baseline_visit_arm_1,,,03,940,1,,,1,3,2,,2,,2,,,,,,,,,,,,,,,,,,,,1
1835,baseline_visit_arm_1,,,03,938,1,,,2,4,2,,2,,2,,2,,,,,,,,,,,,,,,,,,1
1836,baseline_visit_arm_1,,,03,936,1,,,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,1
1837,baseline_visit_arm_1,,,03,937,1,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1838,baseline_visit_arm_1,,,03,739,1,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1839,baseline_visit_arm_1,,,03,929,1,,,1,2,2,,3,,,,,,,,,,,,,,,,,,,,,,1
1840,baseline_visit_arm_1,,,03,186,1,,,5,4,3,,3,,3,,3,,,,,,,,,,,,,,,,,,1
1841,baseline_visit_arm_1,,,03,845,1,,,4,1,3,,,,,,,,,,,,,,,,,,,,,,,,1
1842,baseline_visit_arm_1,,,03,842,1,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1843,baseline_visit_arm_1,,,03,195,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1844,baseline_visit_arm_1,,,03,717,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1845,baseline_visit_arm_1,,,03,719,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1846,baseline_visit_arm_1,,,03,746,1,,,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,1
1847,baseline_visit_arm_1,,,03,747,1,,,1,3,9,,3,,3,,,,,,,,,,,,,,,,,,,,1
1848,baseline_visit_arm_1,,,03,931,1,,,1,2,9,,9,,,,,,,,,,,,,,,,,,,,,,1
1849,baseline_visit_arm_1,,,03,194,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,1
1850,baseline_visit_arm_1,,,03,189,1,,,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,1
1851,baseline_visit_arm_1,,,03,257,1,,,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,1
1852,baseline_visit_arm_1,,,03,950,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,1
1853,baseline_visit_arm_1,,,03,949,1,,,4,1,7,,,,,,,,,,,,,,,,,,,,,,,,1
1854,baseline_visit_arm_1,,,03,601,1,,,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,1
1855,baseline_visit_arm_1,,,03,313,1,,,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,1
1856,baseline_visit_arm_1,,,03,328,1,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1858,baseline_visit_arm_1,,,03,703,1,,,1,6,3,,3,,3,,3,,3,,3,,,,,,,,,,,,,,1
1859,baseline_visit_arm_1,,,03,323,1,,,1,2,3,,3,,,,,,,,,,,,,,,,,,,,,,1
1860,baseline_visit_arm_1,,,03,230,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1861,baseline_visit_arm_1,,,03,306,1,,,1,2,3,,3,,,,,,,,,,,,,,,,,,,,,,1
1862,baseline_visit_arm_1,,,03,748,1,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1863,baseline_visit_arm_1,,,03,736,1,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1864,baseline_visit_arm_1,,,03,730,1,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1865,baseline_visit_arm_1,,,03,737,1,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1866,baseline_visit_arm_1,,,03,725,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1867,baseline_visit_arm_1,,,03,728,1,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1868,baseline_visit_arm_1,,,03,203,1,,,1,2,5,,5,,,,,,,,,,,,,,,,,,,,,,1
1869,baseline_visit_arm_1,,,03,172,1,,,3,2,5,,3,,,,,,,,,,,,,,,,,,,,,,1
1870,baseline_visit_arm_1,,,03,176,1,,,2,2,5,,3,,,,,,,,,,,,,,,,,,,,,,1
1871,baseline_visit_arm_1,,,03,174,1,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1872,baseline_visit_arm_1,,,03,177,1,,,1,3,1,,3,,99,"Discapacidad permanente ",,,,,,,,,,,,,,,,,,,1
1873,baseline_visit_arm_1,,,03,849,1,,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1874,baseline_visit_arm_1,,,03,837,1,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1875,baseline_visit_arm_1,,,03,933,1,,,1,5,10,,99,"Padre del menor sin DNI",99,"Padre del menor sin DNI",99,"Padre del menor sin DNI",99,"Padre del menor sin DNI",,,,,,,,,,,,,,,1
1876,baseline_visit_arm_1,,,03,184,1,,,5,1,3,,,,,,,,,,,,,,,,,,,,,,,,1
1877,baseline_visit_arm_1,,,03,944,1,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1878,baseline_visit_arm_1,,,03,143,1,,,2,7,3,,9,,9,,9,,9,,3,,3,,,,,,,,,,,,1
1879,baseline_visit_arm_1,,,20,103,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1880,baseline_visit_arm_1,,,20,101,1,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1881,baseline_visit_arm_1,,,20,102,1,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1882,baseline_visit_arm_1,,,20,130,1,,,3,1,7,,,,,,,,,,,,,,,,,,,,,,,,1
1883,baseline_visit_arm_1,,,20,511,1,,,1,2,1,,3,,,,,,,,,,,,,,,,,,,,,,1
1884,baseline_visit_arm_1,,,20,111,1,,,1,3,99,"Padre fallecio",99,"Padre fallecio",99,"Padre fallecio",,,,,,,,,,,,,,,,,,,1
1885,baseline_visit_arm_1,,,20,113,1,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1887,baseline_visit_arm_1,,,20,126,1,,,4,3,11,,3,,1,,,,,,,,,,,,,,,,,,,,1
1888,baseline_visit_arm_1,,,20,124,1,,,2,4,1,,1,,3,,3,,,,,,,,,,,,,,,,,,1
1889,baseline_visit_arm_1,,,20,128,1,,,1,4,3,,3,,3,,9,,,,,,,,,,,,,,,,,,1
1890,baseline_visit_arm_1,,,20,127,1,,,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,1
1891,baseline_visit_arm_1,,,20,106,1,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1892,baseline_visit_arm_1,,,20,108,1,,,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,1
1893,baseline_visit_arm_1,,,20,107,1,,,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,1
1894,baseline_visit_arm_1,,,20,109,1,,,4,2,2,,3,,,,,,,,,,,,,,,,,,,,,,1
1895,baseline_visit_arm_1,,,20,119,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1896,baseline_visit_arm_1,,,20,512,1,,,1,3,2,,3,,3,,,,,,,,,,,,,,,,,,,,1
1897,baseline_visit_arm_1,,,20,120,1,,,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,1
1898,baseline_visit_arm_1,,,20,114,1,,,2,4,99,"Fallecimiento del padre ",99,"Fallecimiento del padre ",99,"Fallecimiento del padre ",99,"Fallecimiento del padre ",,,,,,,,,,,,,,,,,1
1899,baseline_visit_arm_1,,,03,171,1,,,0,2,8,,8,,,,,,,,,,,,,,,,,,,,,,1
1900,baseline_visit_arm_1,,,03,850,1,,,0,4,5,,5,,5,,5,,,,,,,,,,,,,,,,,,1
1901,baseline_visit_arm_1,,,03,180,1,,,0,2,8,,8,,,,,,,,,,,,,,,,,,,,,,1
1902,baseline_visit_arm_1,,,03,329,1,,,0,3,9,,3,,3,,,,,,,,,,,,,,,,,,,,1
1903,baseline_visit_arm_1,,,03,324,1,,,0,5,1,,10,,10,,10,,10,,,,,,,,,,,,,,,,1
1904,baseline_visit_arm_1,,,03,198,1,,,0,1,6,,,,,,,,,,,,,,,,,,,,,,,,1
1905,baseline_visit_arm_1,,,03,204,1,,,0,5,3,,3,,3,,3,,3,,,,,,,,,,,,,,,,1
1906,baseline_visit_arm_1,,,03,205,1,,,0,1,99,Enfermedad,,,,,,,,,,,,,,,,,,,,,,,1
1907,baseline_visit_arm_1,,,03,945,1,,,0,2,5,,5,,,,,,,,,,,,,,,,,,,,,,1
1908,baseline_visit_arm_1,,,03,848,1,,,0,3,5,,5,,5,,,,,,,,,,,,,,,,,,,,1
1909,baseline_visit_arm_1,,,20,117,1,,,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,1
1910,baseline_visit_arm_1,,,20,115,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,1
1911,baseline_visit_arm_1,,,20,122,1,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1912,baseline_visit_arm_1,,,20,123,1,,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1913,baseline_visit_arm_1,,,03,540,1,,,1,6,2,,3,,3,,3,,3,,3,,,,,,,,,,,,,,1
1914,baseline_visit_arm_1,,,03,125,1,,,2,1,99,"Por enfermedad",,,,,,,,,,,,,,,,,,,,,,,1
1915,baseline_visit_arm_1,,,03,120,1,,,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,1
1916,baseline_visit_arm_1,,,03,128,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1917,baseline_visit_arm_1,,,03,151,1,,,0,3,6,,6,,6,,,,,,,,,,,,,,,,,,,,1
1919,baseline_visit_arm_1,,,03,142,1,,,0,3,5,,5,,5,,,,,,,,,,,,,,,,,,,,1
1920,baseline_visit_arm_1,,,03,216,1,,,2,3,3,,3,,3,,,,,,,,,,,,,,,,,,,,1
1921,baseline_visit_arm_1,,,03,520,1,,,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,1
1922,baseline_visit_arm_1,,,03,515,1,,,1,3,5,,11,,11,,,,,,,,,,,,,,,,,,,,1
1923,baseline_visit_arm_1,,,03,316,1,,,1,2,11,,5,,,,,,,,,,,,,,,,,,,,,,1
1924,baseline_visit_arm_1,,,03,314,1,,,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,1
1925,baseline_visit_arm_1,,,03,286,1,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1926,baseline_visit_arm_1,,,03,743,1,,,0,7,11,,11,,11,,5,,5,,11,,11,,,,,,,,,,,,1
1927,baseline_visit_arm_1,,,03,302,1,,,0,5,8,,8,,8,,8,,8,,,,,,,,,,,,,,,,1
1928,baseline_visit_arm_1,,,03,301,1,,,0,2,5,,5,,,,,,,,,,,,,,,,,,,,,,1
1929,baseline_visit_arm_1,,,03,285,1,,,0,3,8,,8,,8,,,,,,,,,,,,,,,,,,,,1
1930,baseline_visit_arm_1,,,20,456,1,,,1,3,3,,1,,9,,,,,,,,,,,,,,,,,,,,1
1931,baseline_visit_arm_1,,,20,451,1,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1932,baseline_visit_arm_1,,,20,519,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1933,baseline_visit_arm_1,,,20,521,1,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1934,baseline_visit_arm_1,,,20,453,1,,,0,4,1,,1,,1,,1,,,,,,,,,,,,,,,,,,1
1935,baseline_visit_arm_1,,,03,223,1,,,2,7,1,,10,,10,,10,,10,,10,,9,,,,,,,,,,,,1
1936,baseline_visit_arm_1,,,03,704,1,,,0,3,5,,5,,5,,,,,,,,,,,,,,,,,,,,1
1938,baseline_visit_arm_1,,,03,219,1,,,0,2,5,,5,,,,,,,,,,,,,,,,,,,,,,1
1939,baseline_visit_arm_1,,,20,515,1,,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,1
1940,baseline_visit_arm_1,,,03,206,1,,,1,5,2,,3,,3,,3,,3,,,,,,,,,,,,,,,,1
1941,baseline_visit_arm_1,,,03,772,1,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1942,baseline_visit_arm_1,,,03,208,1,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1943,baseline_visit_arm_1,,,03,525,1,,,0,2,9,,9,,,,,,,,,,,,,,,,,,,,,,1
1944,baseline_visit_arm_1,,,03,281,1,,,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,1
1945,baseline_visit_arm_1,,,03,264,1,,,0,4,10,,5,,11,,11,,,,,,,,,,,,,,,,,,1
1946,baseline_visit_arm_1,,,03,265,1,,,0,1,8,,,,,,,,,,,,,,,,,,,,,,,,1
1947,baseline_visit_arm_1,,,03,677,1,,,0,4,5,,5,,11,,11,,,,,,,,,,,,,,,,,,1
1948,baseline_visit_arm_1,,,20,518,1,,,0,8,10,,10,,10,,10,,10,,10,,10,,10,,,,,,,,,,1
1949,baseline_visit_arm_1,,,20,520,1,,,2,1,99,"Madre menor de edad",,,,,,,,,,,,,,,,,,,,,,,1
1950,baseline_visit_arm_1,,,20,522,1,,,1,3,1,,9,,9,,,,,,,,,,,,,,,,,,,,1
1951,baseline_visit_arm_1,,,20,104,1,,,0,2,8,,8,,,,,,,,,,,,,,,,,,,,,,1
1952,baseline_visit_arm_1,,,03,915,1,,,1,2,2,,3,,,,,,,,,,,,,,,,,,,,,,1
1953,baseline_visit_arm_1,,,20,105,1,,,1,2,2,,3,,,,,,,,,,,,,,,,,,,,,,1
1954,baseline_visit_arm_1,,,20,452,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,1
1955,baseline_visit_arm_1,,,23,117,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1956,baseline_visit_arm_1,,,23,118,1,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1957,baseline_visit_arm_1,,,23,108,1,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1958,baseline_visit_arm_1,,,23,109,1,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1959,baseline_visit_arm_1,,,23,106,1,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1960,baseline_visit_arm_1,,,23,451,1,,,2,1,5,,,,,,,,,,,,,,,,,,,,,,,,1
1961,baseline_visit_arm_1,,,23,119,1,,,0,1,5,,,,,,,,,,,,,,,,,,,,,,,,1
1962,baseline_visit_arm_1,,,32,451,1,,,9,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1963,baseline_visit_arm_1,,,25,105,1,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1964,baseline_visit_arm_1,,,25,109,1,,,4,1,3,,,,,,,,,,,,,,,,,,,,,,,,1
1965,baseline_visit_arm_1,,,25,106,1,,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,1
1966,baseline_visit_arm_1,,,25,117,1,,,0,1,8,,,,,,,,,,,,,,,,,,,,,,,,1
1967,baseline_visit_arm_1,,,32,101,1,,,4,7,1,,8,,8,,8,,8,,8,,8,,,,,,,,,,,,1
1968,baseline_visit_arm_1,,,25,118,1,,,2,4,3,,3,,8,,8,,,,,,,,,,,,,,,,,,1
1969,baseline_visit_arm_1,,,25,119,1,,,1,3,8,,3,,3,,,,,,,,,,,,,,,,,,,,1
1970,baseline_visit_arm_1,,,25,107,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1971,baseline_visit_arm_1,,,25,108,1,,,2,1,8,,,,,,,,,,,,,,,,,,,,,,,,1
1972,baseline_visit_arm_1,,,25,111,1,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1973,baseline_visit_arm_1,,,25,101,1,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1974,baseline_visit_arm_1,,,32,106,1,,,3,2,8,,1,,,,,,,,,,,,,,,,,,,,,,1
1975,baseline_visit_arm_1,,,25,112,1,,,1,4,1,,8,,1,,1,,,,,,,,,,,,,,,,,,1
1976,baseline_visit_arm_1,,,25,113,1,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1977,baseline_visit_arm_1,,,31,111,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1978,baseline_visit_arm_1,,,31,102,1,,,1,4,1,,10,,10,,10,,,,,,,,,,,,,,,,,,1
1979,baseline_visit_arm_1,,,31,550,1,,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,1
1980,baseline_visit_arm_1,,,31,104,1,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1981,baseline_visit_arm_1,,,31,555,1,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1982,baseline_visit_arm_1,,,31,101,1,,,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,1
1983,baseline_visit_arm_1,,,31,107,1,,,3,3,3,,3,,3,,,,,,,,,,,,,,,,,,,,1
1984,baseline_visit_arm_1,,,31,109,1,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1985,baseline_visit_arm_1,,,31,110,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1986,baseline_visit_arm_1,,,31,112,1,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1987,baseline_visit_arm_1,,,31,115,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1988,baseline_visit_arm_1,,,23,115,1,,,4,2,99,"No estaba en casa",99,"No estaba en casa",,,,,,,,,,,,,,,,,,,,,1
1989,baseline_visit_arm_1,,,23,114,1,,,2,2,5,,3,,,,,,,,,,,,,,,,,,,,,,1
1990,baseline_visit_arm_1,,,23,105,1,,,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,1
1991,baseline_visit_arm_1,,,23,104,1,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1992,baseline_visit_arm_1,,,23,103,1,,,5,1,3,,,,,,,,,,,,,,,,,,,,,,,,1
1993,baseline_visit_arm_1,,,23,111,1,,,1,1,99,"No estaba en casa",,,,,,,,,,,,,,,,,,,,,,,1
1994,baseline_visit_arm_1,,,23,101,1,,,1,3,9,,3,,3,,,,,,,,,,,,,,,,,,,,1
1995,baseline_visit_arm_1,,,32,450,1,,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,1
1996,baseline_visit_arm_1,,,25,114,1,,,1,1,99,"Enfermedad ",,,,,,,,,,,,,,,,,,,,,,,1
1997,baseline_visit_arm_1,,,25,116,1,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1998,baseline_visit_arm_1,,,25,102,1,,,7,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1999,baseline_visit_arm_1,,,06,119,1,,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2000,baseline_visit_arm_1,,,06,118,1,,,2,1,99,"Por salud",,,,,,,,,,,,,,,,,,,,,,,1
2001,baseline_visit_arm_1,,,06,121,1,,,1,1,99,"Por salud",,,,,,,,,,,,,,,,,,,,,,,1
2002,baseline_visit_arm_1,,,06,117,1,,,1,3,5,,5,,5,,,,,,,,,,,,,,,,,,,,1
2003,baseline_visit_arm_1,,,06,115,1,,,1,1,99,"Por salud",,,,,,,,,,,,,,,,,,,,,,,1
2004,baseline_visit_arm_1,,,06,162,1,,,1,3,3,,3,,3,,,,,,,,,,,,,,,,,,,,1
2005,baseline_visit_arm_1,,,06,156,1,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2006,baseline_visit_arm_1,,,06,150,1,,,1,2,3,,3,,,,,,,,,,,,,,,,,,,,,,1
2007,baseline_visit_arm_1,,,06,161,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2008,baseline_visit_arm_1,,,06,157,1,,,3,2,3,,3,,,,,,,,,,,,,,,,,,,,,,1
2009,baseline_visit_arm_1,,,06,197,1,,,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,1
2010,baseline_visit_arm_1,,,06,194,1,,,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,1
2011,baseline_visit_arm_1,,,06,850,1,,,2,4,3,,3,,3,,3,,,,,,,,,,,,,,,,,,1
2012,baseline_visit_arm_1,,,06,189,1,,,2,3,8,,3,,99,"Estudia en Iquitos",,,,,,,,,,,,,,,,,,,1
2013,baseline_visit_arm_1,,,06,193,1,,,2,2,3,,99,Enfermedad,,,,,,,,,,,,,,,,,,,,,1
2014,baseline_visit_arm_1,,,06,114,1,,,4,1,9,,,,,,,,,,,,,,,,,,,,,,,,1
2015,baseline_visit_arm_1,,,06,127,1,,,5,3,7,,3,,3,,,,,,,,,,,,,,,,,,,,1
2016,baseline_visit_arm_1,,,06,125,1,,,1,2,99,"Enfermedad ",99,"Enfermedad ",,,,,,,,,,,,,,,,,,,,,1
2017,baseline_visit_arm_1,,,06,131,1,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2018,baseline_visit_arm_1,,,06,181,1,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2019,baseline_visit_arm_1,,,06,215,1,,,2,3,9,,3,,3,,,,,,,,,,,,,,,,,,,,1
2020,baseline_visit_arm_1,,,06,214,1,,,5,1,7,,,,,,,,,,,,,,,,,,,,,,,,1
2021,baseline_visit_arm_1,,,06,213,1,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2022,baseline_visit_arm_1,,,26,450,1,,,3,2,3,,3,,,,,,,,,,,,,,,,,,,,,,1
2023,baseline_visit_arm_1,,,26,451,1,,,1,5,99,Enfermedad,8,,8,,3,,3,,,,,,,,,,,,,,,,1
2024,baseline_visit_arm_1,,,26,106,1,,,1,2,8,,8,,,,,,,,,,,,,,,,,,,,,,1
2025,baseline_visit_arm_1,,,26,105,1,,,1,2,3,,3,,,,,,,,,,,,,,,,,,,,,,1
2026,baseline_visit_arm_1,,,26,108,1,,,2,1,99,Enfermedad,,,,,,,,,,,,,,,,,,,,,,,1
2027,baseline_visit_arm_1,,,26,112,1,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2028,baseline_visit_arm_1,,,26,452,1,,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2029,baseline_visit_arm_1,,,26,107,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2030,baseline_visit_arm_1,,,26,111,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2031,baseline_visit_arm_1,,,26,101,1,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2032,baseline_visit_arm_1,,,26,453,1,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2033,baseline_visit_arm_1,,,06,149,1,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2034,baseline_visit_arm_1,,,06,147,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2035,baseline_visit_arm_1,,,06,146,1,,,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,1
2036,baseline_visit_arm_1,,,06,145,1,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2037,baseline_visit_arm_1,,,06,858,1,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2038,baseline_visit_arm_1,,,06,140,1,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2039,baseline_visit_arm_1,,,06,166,1,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2040,baseline_visit_arm_1,,,06,142,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2041,baseline_visit_arm_1,,,06,111,1,,,1,1,99,"Por salud",,,,,,,,,,,,,,,,,,,,,,,1
2042,baseline_visit_arm_1,,,06,113,1,,,0,1,99,"Por enfermedad",,,,,,,,,,,,,,,,,,,,,,,1
2043,baseline_visit_arm_1,,,06,107,1,,,2,6,8,,8,,8,,8,,8,,8,,,,,,,,,,,,,,1
2044,baseline_visit_arm_1,,,06,106,1,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2045,baseline_visit_arm_1,,,06,105,1,,,1,2,1,,2,,,,,,,,,,,,,,,,,,,,,,1
2046,baseline_visit_arm_1,,,06,102,1,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2047,baseline_visit_arm_1,,,06,109,1,,,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,1
2048,baseline_visit_arm_1,,,06,205,1,,,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,1
2049,baseline_visit_arm_1,,,06,208,1,,,0,3,5,,5,,5,,,,,,,,,,,,,,,,,,,,1
2050,baseline_visit_arm_1,,,06,128,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2051,baseline_visit_arm_1,,,06,130,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2052,baseline_visit_arm_1,,,06,135,1,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2053,baseline_visit_arm_1,,,06,857,1,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2054,baseline_visit_arm_1,,,06,129,1,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2055,baseline_visit_arm_1,,,06,133,1,,,2,1,8,,,,,,,,,,,,,,,,,,,,,,,,1
2056,baseline_visit_arm_1,,,06,165,1,,,1,7,3,,3,,3,,3,,3,,3,,3,,,,,,,,,,,,1
2057,baseline_visit_arm_1,,,06,860,1,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2058,baseline_visit_arm_1,,,06,139,1,,,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,1
2059,baseline_visit_arm_1,,,06,184,1,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2060,baseline_visit_arm_1,,,06,187,1,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2062,baseline_visit_arm_1,,,06,185,1,,,2,2,99,Enfermedad,3,,,,,,,,,,,,,,,,,,,,,,1
2063,baseline_visit_arm_1,,,06,211,1,,,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,1
2064,baseline_visit_arm_1,,,06,204,1,,,1,4,9,,3,,3,,3,,,,,,,,,,,,,,,,,,1
2065,baseline_visit_arm_1,,,06,199,1,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2066,baseline_visit_arm_1,,,06,207,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2067,baseline_visit_arm_1,,,06,851,1,,,1,7,9,,3,,3,,3,,3,,3,,3,,,,,,,,,,,,1
2068,baseline_visit_arm_1,,,06,200,1,,,5,2,5,,8,,,,,,,,,,,,,,,,,,,,,,1
2069,baseline_visit_arm_1,,,07,302,1,,,3,2,3,,3,,,,,,,,,,,,,,,,,,,,,,1
2070,baseline_visit_arm_1,,,07,102,1,,,5,1,3,,,,,,,,,,,,,,,,,,,,,,,,1
