autonum,redcap_event_name,redcap_repeat_instrument,redcap_repeat_instance,appr_comm_id,appr_hh_code,appr_hh_yn,appr_hh_not,appr_hh_not_other,appr_n_accpt,appr_n_rfs,appr_rfs_rsn_1,appr_rfs_rsn_other_1,appr_rfs_rsn_2,appr_rfs_rsn_other_2,appr_rfs_rsn_3,appr_rfs_rsn_other_3,appr_rfs_rsn_4,appr_rfs_rsn_other_4,appr_rfs_rsn_5,appr_rfs_rsn_other_5,appr_rfs_rsn_6,appr_rfs_rsn_other_6,appr_rfs_rsn_7,appr_rfs_rsn_other_7,appr_rfs_rsn_8,appr_rfs_rsn_other_8,appr_rfs_rsn_9,appr_rfs_rsn_other_9,appr_rfs_rsn_10,appr_rfs_rsn_other_10,appr_rfs_rsn_11,appr_rfs_rsn_other_11,appr_rfs_rsn_12,appr_rfs_rsn_other_12,abordaje_vivienda_complete
1590,baseline_visit_arm_1,,,05,166,1,,,0,2,10,,10,,,,,,,,,,,,,,,,,,,,,,1
1591,baseline_visit_arm_1,,,05,370,1,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1592,baseline_visit_arm_1,,,05,371,1,,,4,7,9,,9,,9,,9,,3,,3,,3,,,,,,,,,,,,1
1593,baseline_visit_arm_1,,,05,628,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1594,baseline_visit_arm_1,,,05,572,1,,,1,4,9,,3,,3,,3,,,,,,,,,,,,,,,,,,1
1595,baseline_visit_arm_1,,,05,701,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1596,baseline_visit_arm_1,,,05,311,1,,,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,1
1597,baseline_visit_arm_1,,,05,190,1,,,1,4,8,,8,,9,,9,,,,,,,,,,,,,,,,,,1
1598,baseline_visit_arm_1,,,05,376,1,,,1,1,99,"Hipertensión no controlada",,,,,,,,,,,,,,,,,,,,,,,1
1599,baseline_visit_arm_1,,,05,575,1,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1600,baseline_visit_arm_1,,,05,631,1,,,1,4,3,,3,,3,,3,,,,,,,,,,,,,,,,,,1
1601,baseline_visit_arm_1,,,05,361,1,,,1,1,6,,,,,,,,,,,,,,,,,,,,,,,,1
1602,baseline_visit_arm_1,,,05,346,1,,,0,3,8,,8,,8,,,,,,,,,,,,,,,,,,,,1
1604,baseline_visit_arm_1,,,05,194,1,,,1,5,2,,1,,1,,1,,1,,,,,,,,,,,,,,,,1
1605,baseline_visit_arm_1,,,05,624,1,,,2,2,3,,3,,,,,,,,,,,,,,,,,,,,,,1
1606,baseline_visit_arm_1,,,05,622,1,,,0,7,6,,6,,6,,6,,6,,6,,6,,,,,,,,,,,,1
1607,baseline_visit_arm_1,,,05,377,1,,,0,3,2,,2,,2,,,,,,,,,,,,,,,,,,,,1
1608,baseline_visit_arm_1,,,05,379,1,,,0,2,2,,2,,,,,,,,,,,,,,,,,,,,,,1
1609,baseline_visit_arm_1,,,05,354,1,,,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,1
1610,baseline_visit_arm_1,,,05,625,1,,,1,2,3,,2,,,,,,,,,,,,,,,,,,,,,,1
1611,baseline_visit_arm_1,,,05,590,1,,,0,6,5,,5,,11,,11,,11,,11,,,,,,,,,,,,,,1
1612,baseline_visit_arm_1,,,05,365,1,,,0,5,5,,5,,11,,11,,11,,,,,,,,,,,,,,,,1
1613,baseline_visit_arm_1,,,05,591,1,,,0,4,5,,5,,11,,11,,,,,,,,,,,,,,,,,,1
1614,baseline_visit_arm_1,,,05,592,1,,,0,4,5,,5,,11,,11,,,,,,,,,,,,,,,,,,1
1615,baseline_visit_arm_1,,,05,383,1,,,0,2,8,,8,,,,,,,,,,,,,,,,,,,,,,1
1616,baseline_visit_arm_1,,,05,205,1,,,0,2,5,,5,,,,,,,,,,,,,,,,,,,,,,1
1617,baseline_visit_arm_1,,,05,203,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1618,baseline_visit_arm_1,,,05,384,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1619,baseline_visit_arm_1,,,08,143,1,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1620,baseline_visit_arm_1,,,08,162,1,,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,1
1621,baseline_visit_arm_1,,,08,174,1,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1622,baseline_visit_arm_1,,,08,184,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1623,baseline_visit_arm_1,,,08,111,1,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1624,baseline_visit_arm_1,,,08,187,1,,,7,1,3,,,,,,,,,,,,,,,,,,,,,,,,1
1625,baseline_visit_arm_1,,,08,467,1,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1626,baseline_visit_arm_1,,,08,466,1,,,2,2,3,,3,,,,,,,,,,,,,,,,,,,,,,1
1627,baseline_visit_arm_1,,,08,181,1,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1628,baseline_visit_arm_1,,,08,171,1,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1629,baseline_visit_arm_1,,,08,182,1,,,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,1
1630,baseline_visit_arm_1,,,08,201,1,,,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,1
1631,baseline_visit_arm_1,,,08,930,1,,,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,1
1632,baseline_visit_arm_1,,,08,179,1,,,0,1,99,"Por enfermedad",,,,,,,,,,,,,,,,,,,,,,,1
1633,baseline_visit_arm_1,,,08,135,1,,,5,1,5,,,,,,,,,,,,,,,,,,,,,,,,1
1634,baseline_visit_arm_1,,,08,123,1,,,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,1
1635,baseline_visit_arm_1,,,08,478,1,,,1,3,3,,3,,3,,,,,,,,,,,,,,,,,,,,1
1636,baseline_visit_arm_1,,,08,452,1,,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1637,baseline_visit_arm_1,,,08,115,1,,,6,1,3,,,,,,,,,,,,,,,,,,,,,,,,1
1638,baseline_visit_arm_1,,,08,450,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1639,baseline_visit_arm_1,,,08,118,1,,,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,1
1640,baseline_visit_arm_1,,,08,112,1,,,1,2,5,,11,,,,,,,,,,,,,,,,,,,,,,1
1641,baseline_visit_arm_1,,,08,114,1,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1642,baseline_visit_arm_1,,,08,117,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1643,baseline_visit_arm_1,,,08,500,1,,,2,4,8,,8,,8,,8,,,,,,,,,,,,,,,,,,1
1644,baseline_visit_arm_1,,,08,186,1,,,6,1,99,"Retardo mental leve",,,,,,,,,,,,,,,,,,,,,,,1
1645,baseline_visit_arm_1,,,08,180,1,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1646,baseline_visit_arm_1,,,08,131,1,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1647,baseline_visit_arm_1,,,08,164,1,,,2,4,3,,3,,3,,5,,,,,,,,,,,,,,,,,,1
1648,baseline_visit_arm_1,,,08,169,1,,,1,3,3,,3,,1,,,,,,,,,,,,,,,,,,,,1
1649,baseline_visit_arm_1,,,08,172,1,,,1,2,3,,2,,,,,,,,,,,,,,,,,,,,,,1
1650,baseline_visit_arm_1,,,08,471,1,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1651,baseline_visit_arm_1,,,08,472,1,,,1,3,3,,3,,2,,,,,,,,,,,,,,,,,,,,1
1652,baseline_visit_arm_1,,,08,454,1,,,1,5,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,1
1653,baseline_visit_arm_1,,,08,150,1,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1654,baseline_visit_arm_1,,,08,455,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1655,baseline_visit_arm_1,,,08,124,1,,,4,1,3,,,,,,,,,,,,,,,,,,,,,,,,1
1656,baseline_visit_arm_1,,,08,105,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1657,baseline_visit_arm_1,,,08,144,2,99,"No tiene dni",,,,,,,,,,,,,,,,,,,,,,,,,,,1
1658,baseline_visit_arm_1,,,08,453,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1659,baseline_visit_arm_1,,,08,149,1,,,3,1,8,,,,,,,,,,,,,,,,,,,,,,,,1
1660,baseline_visit_arm_1,,,08,400,1,,,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,1
1661,baseline_visit_arm_1,,,08,148,1,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1662,baseline_visit_arm_1,,,08,950,1,,,5,1,3,,,,,,,,,,,,,,,,,,,,,,,,1
1663,baseline_visit_arm_1,,,08,102,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1664,baseline_visit_arm_1,,,08,101,1,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1665,baseline_visit_arm_1,,,08,952,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1666,baseline_visit_arm_1,,,08,951,1,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1667,baseline_visit_arm_1,,,08,106,1,,,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,1
1668,baseline_visit_arm_1,,,08,141,1,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1669,baseline_visit_arm_1,,,08,159,1,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1670,baseline_visit_arm_1,,,08,160,1,,,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,1
1671,baseline_visit_arm_1,,,08,161,1,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1672,baseline_visit_arm_1,,,08,470,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1673,baseline_visit_arm_1,,,08,140,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1674,baseline_visit_arm_1,,,08,139,1,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1675,baseline_visit_arm_1,,,08,133,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1676,baseline_visit_arm_1,,,08,451,1,,,2,1,8,,,,,,,,,,,,,,,,,,,,,,,,1
1677,baseline_visit_arm_1,,,08,477,1,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1678,baseline_visit_arm_1,,,08,465,1,,,1,3,5,,11,,11,,,,,,,,,,,,,,,,,,,,1
1679,baseline_visit_arm_1,,,08,830,1,,,1,3,3,,3,,3,,,,,,,,,,,,,,,,,,,,1
1680,baseline_visit_arm_1,,,08,138,1,,,1,4,3,,3,,3,,1,,,,,,,,,,,,,,,,,,1
1681,baseline_visit_arm_1,,,08,163,1,,,1,2,3,,2,,,,,,,,,,,,,,,,,,,,,,1
1682,baseline_visit_arm_1,,,08,166,1,,,2,5,3,,3,,3,,3,,3,,,,,,,,,,,,,,,,1
1683,baseline_visit_arm_1,,,08,831,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1684,baseline_visit_arm_1,,,08,168,1,,,0,4,5,,8,,8,,8,,,,,,,,,,,,,,,,,,1
1685,baseline_visit_arm_1,,,08,177,1,,,2,2,3,,3,,,,,,,,,,,,,,,,,,,,,,1
1686,baseline_visit_arm_1,,,08,151,1,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1688,baseline_visit_arm_1,,,08,175,1,,,1,4,9,,9,,3,,3,,,,,,,,,,,,,,,,,,1
1689,baseline_visit_arm_1,,,03,135,1,,,2,2,3,,3,,,,,,,,,,,,,,,,,,,,,,1
1690,baseline_visit_arm_1,,,03,134,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1691,baseline_visit_arm_1,,,03,133,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1692,baseline_visit_arm_1,,,03,131,1,,,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,1
1693,baseline_visit_arm_1,,,03,136,1,,,1,2,3,,8,,,,,,,,,,,,,,,,,,,,,,1
1694,baseline_visit_arm_1,,,03,130,1,,,0,3,3,,1,,1,,,,,,,,,,,,,,,,,,,,1
1695,baseline_visit_arm_1,,,03,218,1,,,1,3,3,,5,,5,,,,,,,,,,,,,,,,,,,,1
1696,baseline_visit_arm_1,,,03,284,1,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1697,baseline_visit_arm_1,,,03,290,1,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1698,baseline_visit_arm_1,,,03,224,1,,,0,3,10,,1,,1,,,,,,,,,,,,,,,,,,,,1
1700,baseline_visit_arm_1,,,03,132,1,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1701,baseline_visit_arm_1,,,03,126,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1702,baseline_visit_arm_1,,,03,127,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1703,baseline_visit_arm_1,,,03,217,1,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1704,baseline_visit_arm_1,,,03,518,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1705,baseline_visit_arm_1,,,03,220,1,,,1,2,8,,3,,,,,,,,,,,,,,,,,,,,,,1
1706,baseline_visit_arm_1,,,03,140,1,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1707,baseline_visit_arm_1,,,03,148,1,,,1,2,8,,8,,,,,,,,,,,,,,,,,,,,,,1
1708,baseline_visit_arm_1,,,03,152,1,,,1,3,5,,5,,11,,,,,,,,,,,,,,,,,,,,1
1709,baseline_visit_arm_1,,,03,153,1,,,0,3,3,,3,,3,,,,,,,,,,,,,,,,,,,,1
1710,baseline_visit_arm_1,,,03,158,1,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1711,baseline_visit_arm_1,,,03,162,1,,,1,3,5,,11,,11,,,,,,,,,,,,,,,,,,,,1
1712,baseline_visit_arm_1,,,03,529,1,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1713,baseline_visit_arm_1,,,03,146,1,,,5,1,99,"Discapacidad permanente ",,,,,,,,,,,,,,,,,,,,,,,1
1714,baseline_visit_arm_1,,,03,101,1,,,1,4,3,,3,,3,,3,,,,,,,,,,,,,,,,,,1
1715,baseline_visit_arm_1,,,03,102,1,,,1,3,9,,3,,3,,,,,,,,,,,,,,,,,,,,1
1716,baseline_visit_arm_1,,,03,103,1,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1717,baseline_visit_arm_1,,,03,104,1,,,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,1
1718,baseline_visit_arm_1,,,03,105,1,,,1,1,99,"Por enfermedad",,,,,,,,,,,,,,,,,,,,,,,1
1719,baseline_visit_arm_1,,,03,278,1,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1720,baseline_visit_arm_1,,,03,276,1,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1721,baseline_visit_arm_1,,,03,274,1,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1722,baseline_visit_arm_1,,,03,145,1,,,7,1,3,,,,,,,,,,,,,,,,,,,,,,,,1
1723,baseline_visit_arm_1,,,03,144,1,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1724,baseline_visit_arm_1,,,03,245,1,,,1,4,3,,3,,3,,3,,,,,,,,,,,,,,,,,,1
1725,baseline_visit_arm_1,,,03,275,1,,,3,2,11,,11,,,,,,,,,,,,,,,,,,,,,,1
1726,baseline_visit_arm_1,,,03,273,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1727,baseline_visit_arm_1,,,03,279,1,,,1,2,3,,3,,,,,,,,,,,,,,,,,,,,,,1
1728,baseline_visit_arm_1,,,03,226,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1729,baseline_visit_arm_1,,,03,229,1,,,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,1
1730,baseline_visit_arm_1,,,03,231,1,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1731,baseline_visit_arm_1,,,03,522,1,,,1,4,1,,10,,10,,10,,,,,,,,,,,,,,,,,,1
1732,baseline_visit_arm_1,,,03,282,1,,,5,2,5,,1,,,,,,,,,,,,,,,,,,,,,,1
1733,baseline_visit_arm_1,,,03,524,1,,,2,1,5,,,,,,,,,,,,,,,,,,,,,,,,1
1734,baseline_visit_arm_1,,,03,214,1,,,1,4,3,,3,,3,,3,,,,,,,,,,,,,,,,,,1
1735,baseline_visit_arm_1,,,03,222,1,,,1,4,3,,3,,3,,3,,,,,,,,,,,,,,,,,,1
1736,baseline_visit_arm_1,,,03,213,1,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1737,baseline_visit_arm_1,,,03,521,1,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1738,baseline_visit_arm_1,,,03,122,1,,,5,1,3,,,,,,,,,,,,,,,,,,,,,,,,1
1739,baseline_visit_arm_1,,,03,121,1,,,3,2,3,,3,,,,,,,,,,,,,,,,,,,,,,1
1740,baseline_visit_arm_1,,,03,123,1,,,1,3,9,,3,,3,,,,,,,,,,,,,,,,,,,,1
1741,baseline_visit_arm_1,,,03,711,1,,,1,2,3,,3,,,,,,,,,,,,,,,,,,,,,,1
1742,baseline_visit_arm_1,,,03,712,1,,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1743,baseline_visit_arm_1,,,03,118,1,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1744,baseline_visit_arm_1,,,03,117,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1745,baseline_visit_arm_1,,,03,108,1,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1746,baseline_visit_arm_1,,,03,106,1,,,0,1,99,Enfermedad,,,,,,,,,,,,,,,,,,,,,,,1
1747,baseline_visit_arm_1,,,03,113,1,,,3,2,2,,3,,,,,,,,,,,,,,,,,,,,,,1
1748,baseline_visit_arm_1,,,03,114,1,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1749,baseline_visit_arm_1,,,03,111,1,,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,1
1750,baseline_visit_arm_1,,,03,600,1,,,2,2,2,,3,,,,,,,,,,,,,,,,,,,,,,1
1751,baseline_visit_arm_1,,,03,112,1,,,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,1
1752,baseline_visit_arm_1,,,03,181,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1753,baseline_visit_arm_1,,,03,291,1,,,1,2,2,,3,,,,,,,,,,,,,,,,,,,,,,1
1754,baseline_visit_arm_1,,,03,295,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1755,baseline_visit_arm_1,,,03,296,1,,,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,1
1756,baseline_visit_arm_1,,,03,297,1,,,2,1,99,Enfermedad,,,,,,,,,,,,,,,,,,,,,,,1
1757,baseline_visit_arm_1,,,03,300,1,,,1,3,1,,3,,3,,,,,,,,,,,,,,,,,,,,1
1758,baseline_visit_arm_1,,,03,310,1,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1759,baseline_visit_arm_1,,,03,547,1,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1760,baseline_visit_arm_1,,,03,138,1,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1761,baseline_visit_arm_1,,,03,548,1,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1762,baseline_visit_arm_1,,,03,164,1,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1763,baseline_visit_arm_1,,,03,161,1,,,5,1,3,,,,,,,,,,,,,,,,,,,,,,,,1
1764,baseline_visit_arm_1,,,03,170,1,,,1,1,99,"Por salud",,,,,,,,,,,,,,,,,,,,,,,1
1765,baseline_visit_arm_1,,,03,661,1,,,1,2,3,,3,,,,,,,,,,,,,,,,,,,,,,1
1766,baseline_visit_arm_1,,,03,293,1,,,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,1
1767,baseline_visit_arm_1,,,03,179,1,,,1,4,9,,3,,3,,3,,,,,,,,,,,,,,,,,,1
1768,baseline_visit_arm_1,,,03,182,1,,,1,2,5,,11,,,,,,,,,,,,,,,,,,,,,,1
1769,baseline_visit_arm_1,,,03,185,1,,,1,4,10,,10,,10,,3,,,,,,,,,,,,,,,,,,1
1770,baseline_visit_arm_1,,,03,272,1,,,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,1
1771,baseline_visit_arm_1,,,03,655,1,,,1,2,5,,5,,,,,,,,,,,,,,,,,,,,,,1
1772,baseline_visit_arm_1,,,03,262,1,,,2,2,11,,11,,,,,,,,,,,,,,,,,,,,,,1
1773,baseline_visit_arm_1,,,03,461,1,,,1,4,3,,3,,3,,3,,,,,,,,,,,,,,,,,,1
1774,baseline_visit_arm_1,,,03,234,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1775,baseline_visit_arm_1,,,03,280,1,,,1,2,3,,5,,,,,,,,,,,,,,,,,,,,,,1
1776,baseline_visit_arm_1,,,03,155,1,,,2,6,5,,11,,11,,11,,2,,2,,,,,,,,,,,,,,1
1777,baseline_visit_arm_1,,,03,168,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,1
1778,baseline_visit_arm_1,,,03,167,1,,,5,1,99,"Discapacidad permanente ",,,,,,,,,,,,,,,,,,,,,,,1
1779,baseline_visit_arm_1,,,03,150,1,,,1,5,3,,3,,3,,3,,3,,,,,,,,,,,,,,,,1
1780,baseline_visit_arm_1,,,03,159,1,,,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,1
1781,baseline_visit_arm_1,,,03,169,1,,,1,1,99,"Retardo mental",,,,,,,,,,,,,,,,,,,,,,,1
1782,baseline_visit_arm_1,,,03,175,1,,,2,2,8,,8,,,,,,,,,,,,,,,,,,,,,,1
1783,baseline_visit_arm_1,,,03,660,1,,,3,3,99,"No estaba en casa",5,,3,,,,,,,,,,,,,,,,,,,,1
1784,baseline_visit_arm_1,,,03,519,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,1
1785,baseline_visit_arm_1,,,03,212,1,,,2,1,8,,,,,,,,,,,,,,,,,,,,,,,,1
1786,baseline_visit_arm_1,,,03,210,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1787,baseline_visit_arm_1,,,03,209,1,,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1788,baseline_visit_arm_1,,,03,211,1,,,1,4,3,,3,,3,,99,"Madre internada,hospitalizada",,,,,,,,,,,,,,,,,1
1789,baseline_visit_arm_1,,,03,545,1,,,1,2,9,,3,,,,,,,,,,,,,,,,,,,,,,1
1790,baseline_visit_arm_1,,,03,546,1,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1791,baseline_visit_arm_1,,,03,653,1,,,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,1
1792,baseline_visit_arm_1,,,03,233,1,,,1,4,9,,3,,3,,3,,,,,,,,,,,,,,,,,,1
1793,baseline_visit_arm_1,,,03,235,1,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1794,baseline_visit_arm_1,,,03,652,1,,,1,4,1,,10,,10,,10,,,,,,,,,,,,,,,,,,1
1795,baseline_visit_arm_1,,,03,236,1,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1796,baseline_visit_arm_1,,,03,238,1,,,1,7,5,,1,,5,,2,,3,,3,,3,,,,,,,,,,,,1
1797,baseline_visit_arm_1,,,03,237,1,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1798,baseline_visit_arm_1,,,03,658,1,,,5,1,5,,,,,,,,,,,,,,,,,,,,,,,,1
1799,baseline_visit_arm_1,,,03,268,1,,,0,6,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,1
1800,baseline_visit_arm_1,,,03,657,1,,,4,1,99,"No se encuentra en casa",,,,,,,,,,,,,,,,,,,,,,,1
1801,baseline_visit_arm_1,,,03,680,1,,,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,1
1802,baseline_visit_arm_1,,,03,254,1,,,5,1,3,,,,,,,,,,,,,,,,,,,,,,,,1
1803,baseline_visit_arm_1,,,03,665,1,,,1,2,3,,3,,,,,,,,,,,,,,,,,,,,,,1
1804,baseline_visit_arm_1,,,03,288,1,,,2,3,3,,3,,3,,,,,,,,,,,,,,,,,,,,1
1805,baseline_visit_arm_1,,,03,298,1,,,2,4,99,"Padre se encuentra trabajando",99,"Menor de edad",99,"Menor de edad",99,"Menor de edad",,,,,,,,,,,,,,,,,1
1806,baseline_visit_arm_1,,,03,651,1,,,1,6,3,,3,,3,,3,,3,,3,,,,,,,,,,,,,,1
1808,baseline_visit_arm_1,,,03,287,1,,,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,1
1809,baseline_visit_arm_1,,,03,650,1,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1810,baseline_visit_arm_1,,,03,305,1,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1811,baseline_visit_arm_1,,,03,846,1,,,1,3,9,,3,,3,,,,,,,,,,,,,,,,,,,,1
1812,baseline_visit_arm_1,,,03,843,1,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1813,baseline_visit_arm_1,,,03,841,1,,,4,1,3,,,,,,,,,,,,,,,,,,,,,,,,1
1814,baseline_visit_arm_1,,,03,840,1,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1815,baseline_visit_arm_1,,,03,839,1,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1816,baseline_visit_arm_1,,,03,947,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1817,baseline_visit_arm_1,,,03,946,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1818,baseline_visit_arm_1,,,03,935,1,,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,1
1819,baseline_visit_arm_1,,,03,934,1,,,1,2,99,Enfermedad,99,Enfermedad,,,,,,,,,,,,,,,,,,,,,1
1820,baseline_visit_arm_1,,,03,932,1,,,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,1
1821,baseline_visit_arm_1,,,03,193,1,,,1,1,99,"Problema de salud",,,,,,,,,,,,,,,,,,,,,,,1
1822,baseline_visit_arm_1,,,03,188,1,,,1,2,3,,5,,,,,,,,,,,,,,,,,,,,,,1
1823,baseline_visit_arm_1,,,03,304,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1824,baseline_visit_arm_1,,,03,325,1,,,1,3,2,,3,,3,,,,,,,,,,,,,,,,,,,,1
1825,baseline_visit_arm_1,,,03,322,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1826,baseline_visit_arm_1,,,03,745,1,,,2,2,3,,3,,,,,,,,,,,,,,,,,,,,,,1
1827,baseline_visit_arm_1,,,03,744,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1828,baseline_visit_arm_1,,,03,928,1,,,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,1
1829,baseline_visit_arm_1,,,03,679,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
1830,baseline_visit_arm_1,,,03,320,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,1
