LOC_DIS_mod,test1,test2,LOCALIDAD_mod,DISTRITO_mod,PROVINCIA_mod,LOCALIDAD,DISTRITO,PROVINCIA,BASIN,Selected,MALARIA P. FALCIPARUM 2013,MALARIA POR P. MALARIAE 2013,MALARIA POR P. VIVAX 2013,Total general 2013,MALARIA P. FALCIPARUM 2014,MALARIA POR P. MALARIAE 2014,MALARIA POR P. VIVAX 2014,Total general 2014,MALARIA P. FALCIPARUM 2015,MALARIA POR P. MALARIAE 2015,MALARIA POR P. VIVAX 2015,Total general 2015,MALARIA P. FALCIPARUM 2016,MALARIA POR P. MALARIAE 2016,MALARIA POR P. VIVAX 2016,Total general 2016,MALARIA P. FALCIPARUM 2017,MALARIA POR P. VIVAX 2017,Total general 2017,MALARIA P. FALCIPARUM 2018,MALARIA POR P. VIVAX 2018,Total general 2018,MALARIA P. FALCIPARUM 2019,MALARIA POR P. VIVAX 2019,Total general 2019
HIPOLITO UNANUE_PUNCHANA,HIPOLITO UNANUE_PUNCHANA,HIPOLITO UNANUE_PUNCHANA,HIPOLITO UNANUE,PUNCHANA,MAYNAS,HIPOLITO UNANUE,PUNCHANA,MAYNAS,Momon,Yes,12,0,49,61,5,0,24,29,5,0,11,16,2,0,5,7,0,6,6,3,16,19,0,2,2
HIRACOCHA_ALTO NANAY,HIRACOCHA_ALTO NANAY,HIRACOCHA_ALTO NANAY,HIRACOCHA,ALTO NANAY,MAYNAS,HIRACOCHA,ALTO NANAY,MAYNAS,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA
HIRAPAY_BALSAPUERTO,HIRAPAY_BALSAPUERTO,HIRAPAY_BALSAPUERTO,HIRAPAY,BALSAPUERTO,ALTO AMAZONAS,IRAPAY,BALSAPUERTO,ALTO AMAZONAS,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,8,8,0,6,6,NA,NA,NA
HORACIO ZEVALLOS_SAN PABLO,HORACIO ZEVALLOS_SAN PABLO,HORACIO ZEVALLOS_SAN PABLO,HORACIO ZEVALLOS,SAN PABLO,MARISCAL RAMON CASTILLA,HORACIO ZEVALLOS,SAN PABLO,MARISCAL RAMON CASTILLA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,0,2,2,1,0,1,NA,NA,NA,NA,NA,NA
HORACIO ZEVALLOS_SAN PABLO,HORACIO ZEVALLOS_SAN PABLO,HORACIO ZEVALLOS_SAN PABLO,HORACIO ZEVALLOS,SAN PABLO,MARISCAL RAMON CASTILLA,ORACIO CEBALLOS,YAVARI,MARISCAL RAMON CASTILLA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOREB_TIGRE,HOREB_TIGRE,HOREB_TIGRE,HOREB,TIGRE,LORETO,HOREB,TIGRE,LORETO,NA,No,NA,NA,NA,NA,12,0,12,24,3,0,4,7,5,0,26,31,0,4,4,NA,NA,NA,NA,NA,NA
HOREB_TIGRE,HOREB_TIGRE,HOREB_TIGRE,HOREB,TIGRE,LORETO,NUEVO ORED,TIGRE,LORETO,NA,No,NA,NA,NA,NA,0,0,1,1,0,0,1,1,0,0,7,7,2,2,4,NA,NA,NA,NA,NA,NA
HOREU_TIGRE,HOREU_TIGRE,HOREU_TIGRE,HOREU,TIGRE,LORETO,ORE,TIGRE,LORETO,NA,No,0,0,4,4,2,0,3,5,0,0,1,1,1,0,2,3,1,1,2,NA,NA,NA,NA,NA,NA
HORTENCIACOCHA_ANDOAS,HORTENCIACOCHA_ANDOAS,HORTENCIACOCHA_ANDOAS,HORTENCIACOCHA,ANDOAS,DATEM DEL MARA—ON,HORTENCIA COCHA,ANDOAS,DATEM DEL MARA—ON,NA,No,40,0,57,97,33,0,83,116,27,0,58,85,NA,NA,NA,NA,58,112,170,75,124,199,31,51,82
HORTENCIACOCHA_ANDOAS,HORTENCIACOCHA_ANDOAS,HORTENCIACOCHA_ANDOAS,HORTENCIACOCHA,ANDOAS,DATEM DEL MARA—ON,HORTENSIA COCHA,ANDOAS,DATEM DEL MARA—ON,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA
HORTENCIACOCHA_ANDOAS,HORTENCIACOCHA_ANDOAS,HORTENCIACOCHA_ANDOAS,HORTENCIACOCHA,ANDOAS,DATEM DEL MARA—ON,HORTENSIA COCHA,PASTAZA,DATEM DEL MARA—ON,NA,No,1,0,0,1,0,0,1,1,0,0,4,4,4,0,0,4,4,8,12,2,1,3,NA,NA,NA
HUA+ÊUNA_SARAYACU,#N/A,#N/A,HUA+ÊUNA,SARAYACU,UCAYALI,HUA+ÊUNA,SARAYACU,UCAYALI,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1
HUACACHINA_BARRANCA,HUACACHINA_BARRANCA,HUACACHINA_BARRANCA,HUACACHINA,BARRANCA,DATEM DEL MARA—ON,HUACACHINA,BARRANCA,DATEM DEL MARA—ON,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA
HUACACHINA_TIGRE,HUACACHINA_TIGRE,HUACACHINA_TIGRE,HUACACHINA,TIGRE,LORETO,HUACACHINA,TIGRE,LORETO,NA,No,77,0,89,166,41,0,102,143,63,0,173,236,37,0,152,189,37,184,221,7,25,32,1,15,16
HUACACHINA_YAQUERANA,#N/A,HUACACHINA_YAQUERANA,HUACACHINA,YAQUERANA,REQUENA,HUACACHINA,YAQUERANA,REQUENA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA
HUACAMAYO_BARRANCA,HUACAMAYO_BARRANCA,HUACAMAYO_BARRANCA,HUACAMAYO,BARRANCA,DATEM DEL MARA—ON,HUACAMAYO,BARRANCA,DATEM DEL MARA—ON,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA
HUACAMAYO_IQUITOS,#N/A,HUACAMAYO_IQUITOS,HUACAMAYO,IQUITOS,MAYNAS,HUACAMAYO,IQUITOS,MAYNAS,NA,No,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HUACAMAYO_MAZAN,#N/A,#N/A,HUACAMAYO,MAZAN,MAYNAS,HUACAMAYO,MAZAN,MAYNAS,NA,No,NA,NA,NA,NA,0,0,1,1,0,0,1,1,NA,NA,NA,NA,1,0,1,NA,NA,NA,NA,NA,NA
HUACRACHIRO_PUINAHUA,HUACRACHIRO_PUINAHUA,HUACRACHIRO_PUINAHUA,HUACRACHIRO,PUINAHUA,REQUENA,HUACRACHIRO,PUINAHUA,REQUENA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
HUAGRAMONA_ANDOAS,HUAGRAMONA_ANDOAS,HUAGRAMONA_ANDOAS,HUAGRAMONA,ANDOAS,DATEM DEL MARA—ON,HUAGRAMONA,ANDOAS,DATEM DEL MARA—ON,NA,No,0,0,104,104,91,0,121,212,100,0,36,136,53,0,35,88,25,70,95,61,76,137,21,15,36
HUAGRAMONA_ANDOAS,HUAGRAMONA_ANDOAS,HUAGRAMONA_ANDOAS,HUAGRAMONA,ANDOAS,DATEM DEL MARA—ON,HUAGRAMONA,PASTAZA,DATEM DEL MARA—ON,NA,No,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,2,1,3,0,2,2,NA,NA,NA
HUALLPA ISLA_URARINAS,HUALLPA ISLA_URARINAS,HUALLPA ISLA_URARINAS,HUALLPA ISLA,URARINAS,LORETO,HUALLPA ISLA,URARINAS,LORETO,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,3,NA,NA,NA,NA,1,0,1,0,1,1,NA,NA,NA
HUAMAN URCO_MAZAN,HUAMAN URCO_MAZAN,HUAMAN URCO_MAZAN,HUAMAN URCO,MAZAN,MAYNAS,HUAMAN URCO,MAZAN,MAYNAS,NA,No,9,0,39,48,1,0,45,46,3,0,100,103,22,0,23,45,7,23,30,7,13,20,2,4,6
HUAMAN URCO_MAZAN,HUAMAN URCO_MAZAN,HUAMAN URCO_MAZAN,HUAMAN URCO,MAZAN,MAYNAS,HUAMAN URCO,NAPO,MAYNAS,NA,No,0,0,2,2,NA,NA,NA,NA,0,0,4,4,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HUAMBRACOCHA_PASTAZA,HUAMBRACOCHA_PASTAZA,HUAMBRACOCHA_PASTAZA,HUAMBRACOCHA,PASTAZA,DATEM DEL MARA—ON,HUAMBRACOCHA,PASTAZA,DATEM DEL MARA—ON,NA,No,NA,NA,NA,NA,0,0,2,2,0,0,6,6,NA,NA,NA,NA,3,1,4,2,6,8,2,8,10
HUAMBRACOCHA_PASTAZA,HUAMBRACOCHA_PASTAZA,HUAMBRACOCHA_PASTAZA,HUAMBRACOCHA,PASTAZA,DATEM DEL MARA—ON,HUAMBRACOCHA VIEJO,PASTAZA,DATEM DEL MARA—ON,NA,No,5,0,19,24,5,0,14,19,14,0,9,23,9,0,13,22,34,24,58,2,2,4,0,1,1
HUANCAVELICA_TIGRE,#N/A,HUANCAVELICA_TIGRE,HUANCAVELICA,TIGRE,LORETO,HUANCAVELICA,TIGRE,LORETO,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,20,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
HUANCAYO_LAGUNAS,HUANCAYO_LAGUNAS,HUANCAYO_LAGUNAS,HUANCAYO,LAGUNAS,ALTO AMAZONAS,HUANCAYO,LAGUNAS,ALTO AMAZONAS,NA,No,0,0,5,5,3,0,68,71,7,0,18,25,1,0,22,23,0,23,23,1,85,86,0,11,11
HUANCAYO_NAUTA,#N/A,HUANCAYO_NAUTA,HUANCAYO,NAUTA,LORETO,HUANCAYO,NAUTA,LORETO,NA,No,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HUANTA_PEBAS,HUANTA_PEBAS,HUANTA_PEBAS,HUANTA,PEBAS,MARISCAL RAMON CASTILLA,HUANTA,PEBAS,MARISCAL RAMON CASTILLA,NA,No,3,0,33,36,0,0,15,15,1,0,13,14,0,0,1,1,NA,NA,NA,0,4,4,NA,NA,NA
HUAPAPA_PUTUMAYO,#N/A,#N/A,HUAPAPA,PUTUMAYO,PUTUMAYO,HUAPAPA,PUTUMAYO,PUTUMAYO,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,2,0,73,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HUAPAPA_YAGUAS,HUAPAPA_YAGUAS,HUAPAPA_YAGUAS,HUAPAPA,YAGUAS,PUTUMAYO,HUAPAPA,YAGUAS,PUTUMAYO,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,30,30,1,38,39,0,22,22,0,26,26
HUARAPAL_ALTO NANAY,HUARAPAL_ALTO NANAY,HUARAPAL_ALTO NANAY,HUARAPAL,ALTO NANAY,MAYNAS,HUARAPAL,ALTO NANAY,MAYNAS,NA,No,3,0,0,3,NA,NA,NA,NA,3,0,1,4,0,0,1,1,1,2,3,1,1,2,NA,NA,NA
HUARMI ISLA_REQUENA,HUARMI ISLA_REQUENA,HUARMI ISLA_REQUENA,HUARMI ISLA,REQUENA,REQUENA,HUARMI ISLA,REQUENA,REQUENA,NA,No,NA,NA,NA,NA,1,0,6,7,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA
HUASCAR_MANSERICHE,HUASCAR_MANSERICHE,HUASCAR_MANSERICHE,HUASCAR,MANSERICHE,DATEM DEL MARA—ON,HUASCAR,MANSERICHE,DATEM DEL MARA—ON,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,17,17,0,3,3,NA,NA,NA,NA,NA,NA
HUATAPI_CAPELO,HUATAPI_CAPELO,HUATAPI_CAPELO,HUATAPI,CAPELO,REQUENA,HUATAPI,CAPELO,REQUENA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,2,NA,NA,NA,NA,NA,NA,0,1,1
HUATURI_IQUITOS,HUATURI_IQUITOS,HUATURI_IQUITOS,HUATURI,IQUITOS,MAYNAS,HUATARI,IQUITOS,MAYNAS,NA,No,43,0,71,114,55,0,177,232,2,0,64,66,6,0,49,55,0,26,26,5,10,15,NA,NA,NA
HUATURI_IQUITOS,HUATURI_IQUITOS,HUATURI_IQUITOS,HUATURI,IQUITOS,MAYNAS,HUATURI,SAN JUAN BAUTISTA,MAYNAS,NA,No,8,0,10,18,2,0,12,14,8,0,136,144,5,0,10,15,NA,NA,NA,10,12,22,0,4,4
HUAYSI_FERNANDO LORES,HUAYSI_FERNANDO LORES,HUAYSI_FERNANDO LORES,HUAYSI,FERNANDO LORES,MAYNAS,HUAYSI,FERNANDO LORES,MAYNAS,NA,No,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HUIRIRIMA_NAPO,HUIRIRIMA_NAPO,HUIRIRIMA_NAPO,HUIRIRIMA,NAPO,MAYNAS,HUIRIRIMA,NAPO,MAYNAS,NA,No,1,0,20,21,2,0,24,26,25,0,25,50,7,0,27,34,4,19,23,3,11,14,0,5,5
HUITOTOS DE PUCAURQUILLO_PEBAS,HUITOTOS DE PUCAURQUILLO_PEBAS,HUITOTOS DE PUCAURQUILLO_PEBAS,HUITOTOS DE PUCAURQUILLO,PEBAS,MARISCAL RAMON CASTILLA,HUITOTOS DE PUCAURQUILLO,PEBAS,MARISCAL RAMON CASTILLA,NA,No,NA,NA,NA,NA,0,0,2,2,0,0,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HUITOTOS DEL ESTIRON_PEBAS,#N/A,HUITOTOS DEL ESTIRON_PEBAS,HUITOTOS DEL ESTIRON,PEBAS,MARISCAL RAMON CASTILLA,HUITOTOS DE ESTIRON,PEBAS,MARISCAL RAMON CASTILLA,NA,No,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HUMANDI_TORRES CAUSANA,HUMANDI_TORRES CAUSANA,HUMANDI_TORRES CAUSANA,HUMANDI,TORRES CAUSANA,MAYNAS,CAMUNGUY,TORRES CAUSANA,MAYNAS,NA,No,NA,NA,NA,NA,0,0,5,5,0,0,12,12,0,0,2,2,NA,NA,NA,0,1,1,NA,NA,NA
HUMANDI_TORRES CAUSANA,HUMANDI_TORRES CAUSANA,HUMANDI_TORRES CAUSANA,HUMANDI,TORRES CAUSANA,MAYNAS,HUMANDI,TORRES CAUSANA,MAYNAS,NA,No,NA,NA,NA,NA,0,0,48,48,0,0,119,119,15,0,59,74,35,82,117,25,42,67,NA,NA,NA
HUMANDI_TORRES CAUSANA,HUMANDI_TORRES CAUSANA,HUMANDI_TORRES CAUSANA,HUMANDI,TORRES CAUSANA,MAYNAS,UMANDI,TORRES CAUSANA,MAYNAS,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,1,1,NA,NA,NA,NA,NA,NA
IBERIA_TAPICHE,IBERIA_TAPICHE,IBERIA_TAPICHE,IBERIA,TAPICHE,REQUENA,IBERIA,TAPICHE,REQUENA,NA,No,1,0,2,3,0,0,4,4,0,0,2,2,2,0,2,4,NA,NA,NA,0,1,1,NA,NA,NA
IHUAQUIPOZA_ANDOAS,#N/A,IHUAQUIPOZA_ANDOAS,IHUAQUIPOZA,ANDOAS,DATEM DEL MARA—ON,IHUAQUIPOZA,ANDOAS,DATEM DEL MARA—ON,NA,No,NA,NA,NA,NA,0,0,9,9,28,0,11,39,35,0,35,70,25,25,50,10,16,26,4,4,8
IKA_PASTAZA,#N/A,IKA_PASTAZA,IKA,PASTAZA,DATEM DEL MARA—ON,IKA,PASTAZA,DATEM DEL MARA—ON,NA,No,NA,NA,NA,NA,0,0,1,1,7,0,8,15,11,0,3,14,18,13,31,5,9,14,0,4,4
INAHUAYA_INAHUAYA,INAHUAYA_INAHUAYA,INAHUAYA_INAHUAYA,INAHUAYA,INAHUAYA,UCAYALI,INAHUAYA,INAHUAYA,UCAYALI,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INCA ROCA_MORONA,INCA ROCA_MORONA,INCA ROCA_MORONA,INCA ROCA,MORONA,DATEM DEL MARA—ON,INCA ROCA,MORONA,DATEM DEL MARA—ON,NA,No,0,0,16,16,0,0,64,64,1,0,21,22,4,0,21,25,38,93,131,35,65,100,0,2,2
INCA ROCA_SAN JUAN BAUTISTA,#N/A,INCA ROCA_SAN JUAN BAUTISTA,INCA ROCA,SAN JUAN BAUTISTA,MAYNAS,INCA ROCA,SAN JUAN BAUTISTA,MAYNAS,NA,No,NA,NA,NA,NA,0,0,4,4,2,0,8,10,3,0,5,8,NA,NA,NA,NA,NA,NA,0,1,1
INCHIYACU_CAHUAPANAS,INCHIYACU_CAHUAPANAS,INCHIYACU_CAHUAPANAS,INCHIYACU,CAHUAPANAS,DATEM DEL MARA—ON,INCHIYACU,CAHUAPANAS,DATEM DEL MARA—ON,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,2,0,2,2,NA,NA,NA
INDELSA_PUNCHANA,INDELSA_PUNCHANA,INDELSA_PUNCHANA,INDELSA,PUNCHANA,MAYNAS,INDELSA,PUNCHANA,MAYNAS,NA,No,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,2,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
INDEPENDENCIA_PUNCHANA,INDEPENDENCIA_PUNCHANA,INDEPENDENCIA_PUNCHANA,INDEPENDENCIA,PUNCHANA,MAYNAS,INDEPENDENCIA,PUNCHANA,MAYNAS,NA,No,1,0,2,3,0,0,8,8,0,0,6,6,1,0,4,5,1,1,2,0,3,3,0,3,3
INDEPENDIENTE_FERNANDO LORES,INDEPENDIENTE_FERNANDO LORES,INDEPENDIENTE_FERNANDO LORES,INDEPENDIENTE,FERNANDO LORES,MAYNAS,INDEPENDIENTE,FERNANDO LORES,MAYNAS,NA,No,0,0,3,3,0,0,1,1,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INDIANA_INDIANA,INDIANA_INDIANA,INDIANA_INDIANA,INDIANA,INDIANA,MAYNAS,INDIANA,INDIANA,MAYNAS,NA,No,4,0,37,41,1,0,24,25,2,0,14,16,3,0,11,14,0,7,7,1,12,13,0,3,3
INGANO LLACTA_TORRES CAUSANA,INGANO LLACTA_TORRES CAUSANA,INGANO LLACTA_TORRES CAUSANA,INGANO LLACTA,TORRES CAUSANA,MAYNAS,INGANO LLACTA,TORRES CAUSANA,MAYNAS,NA,No,0,0,4,4,1,0,45,46,0,0,8,8,3,0,7,10,9,13,22,5,61,66,1,3,4
INKA MANKO KALI_SAN JUAN BAUTISTA,INKA MANKO KALI_SAN JUAN BAUTISTA,INKA MANKO KALI_SAN JUAN BAUTISTA,INKA MANKO KALI,SAN JUAN BAUTISTA,MAYNAS,INCA MANCO KALI,SAN JUAN BAUTISTA,MAYNAS,NA,No,0,0,2,2,1,0,2,3,1,0,3,4,0,0,11,11,NA,NA,NA,1,2,3,NA,NA,NA
INTERNADO_YAVARI,#N/A,INTERNADO_YAVARI,INTERNADO,YAVARI,MARISCAL RAMON CASTILLA,INTERNADO,YAVARI,MARISCAL RAMON CASTILLA,NA,No,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INTI PACARI_RAMON CASTILLA,#N/A,INTI PACARI_RAMON CASTILLA,INTI PACARI,RAMON CASTILLA,MARISCAL RAMON CASTILLA,INTI PACARI,RAMON CASTILLA,MARISCAL RAMON CASTILLA,NA,No,1,0,9,10,0,0,1,1,0,0,10,10,NA,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,NA
INTUTO_TIGRE,INTUTO_TIGRE,INTUTO_TIGRE,INTUTO,TIGRE,LORETO,INTUTO,TIGRE,LORETO,NA,No,275,0,732,1007,854,1,884,1739,522,0,760,1282,413,0,917,1330,147,759,906,93,567,660,14,110,124
IQUIQUE_IQUITOS,#N/A,IQUIQUE_IQUITOS,IQUIQUE,IQUITOS,MAYNAS,IQUIQUE,IQUITOS,MAYNAS,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,1,NA,NA,NA
IQUITOS_IQUITOS,IQUITOS_IQUITOS,IQUITOS_IQUITOS,IQUITOS,IQUITOS,MAYNAS,IQUITOS,RAMON CASTILLA,MARISCAL RAMON CASTILLA,NA,No,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IQUITOS_IQUITOS,IQUITOS_IQUITOS,IQUITOS_IQUITOS,IQUITOS,IQUITOS,MAYNAS,IQUITOS,IQUITOS,MAYNAS,NA,No,69,0,349,418,19,0,424,443,18,0,139,157,48,0,228,276,39,149,188,35,158,193,4,77,81
IQUITOS_IQUITOS,IQUITOS_IQUITOS,IQUITOS_IQUITOS,IQUITOS,IQUITOS,MAYNAS,IQUITOS,PUNCHANA,MAYNAS,NA,No,0,0,1,1,NA,NA,NA,NA,0,0,3,3,0,0,1,1,0,1,1,1,0,1,NA,NA,NA
IQUITOS_LAS AMAZONAS,#N/A,IQUITOS_LAS AMAZONAS,IQUITOS,LAS AMAZONAS,MAYNAS,IQUITOS,LAS AMAZONAS,MAYNAS,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1
IQUITOS_SAN PABLO,#N/A,#N/A,IQUITOS,SAN PABLO,MARISCAL RAMON CASTILLA,IQUITOS,SAN PABLO,MARISCAL RAMON CASTILLA,NA,No,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ISLA DE FATIMA_FERNANDO LORES,ISLA DE FATIMA_FERNANDO LORES,ISLA DE FATIMA_FERNANDO LORES,ISLA DE FATIMA,FERNANDO LORES,MAYNAS,FATIMA,FERNANDO LORES,MAYNAS,NA,No,0,0,1,1,0,0,1,1,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ISLA DEL GALLO_BARRANCA,ISLA DEL GALLO_BARRANCA,ISLA DEL GALLO_BARRANCA,ISLA DEL GALLO,BARRANCA,DATEM DEL MARA—ON,GALLITO,BARRANCA,DATEM DEL MARA—ON,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
ISLA DEL TIGRE_RAMON CASTILLA,ISLA DEL TIGRE_RAMON CASTILLA,ISLA DEL TIGRE_RAMON CASTILLA,ISLA DEL TIGRE,RAMON CASTILLA,MARISCAL RAMON CASTILLA,ISLA TIGRE,RAMON CASTILLA,MARISCAL RAMON CASTILLA,NA,No,1,0,37,38,1,0,26,27,9,0,58,67,1,0,25,26,2,28,30,4,9,13,1,3,4
ISLA IQUITOS_BELEN,ISLA IQUITOS_BELEN,ISLA IQUITOS_BELEN,ISLA IQUITOS,BELEN,MAYNAS,ISLA IQUITOS,BELEN,MAYNAS,NA,No,NA,NA,NA,NA,0,0,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,NA,NA
ISLA IQUITOS_IQUITOS,#N/A,ISLA IQUITOS_IQUITOS,ISLA IQUITOS,IQUITOS,MAYNAS,ISLA IQUITOS,IQUITOS,MAYNAS,NA,No,NA,NA,NA,NA,0,0,1,1,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,0,6,6,NA,NA,NA
"ISLA SANTA ROSA ""AMAZONAS_RAMON CASTILLA",#N/A,"ISLA SANTA ROSA ""AMAZONAS_RAMON CASTILLA","ISLA SANTA ROSA ""AMAZONAS",RAMON CASTILLA,MARISCAL RAMON CASTILLA,"ISLA SANTA ROSA ""AMAZONAS",RAMON CASTILLA,MARISCAL RAMON CASTILLA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,0,3,3,NA,NA,NA,NA,NA,NA
ISLA YARINA_NAPO,ISLA YARINA_NAPO,ISLA YARINA_NAPO,ISLA YARINA,NAPO,MAYNAS,ISLA YARINA,NAPO,MAYNAS,NA,No,0,0,1,1,0,0,2,2,1,0,3,4,4,0,10,14,1,4,5,NA,NA,NA,0,1,1
ISLA YARINA_NAPO,ISLA YARINA_NAPO,ISLA YARINA_NAPO,ISLA YARINA,NAPO,MAYNAS,NUEVA ISLA YARINA,NAPO,MAYNAS,NA,No,0,0,1,1,0,0,1,1,0,0,1,1,91,0,83,174,1,11,12,1,0,1,NA,NA,NA
ISLANDIA_LAS AMAZONAS,ISLANDIA_LAS AMAZONAS,ISLANDIA_LAS AMAZONAS,ISLANDIA,LAS AMAZONAS,MAYNAS,ISLANDIA,LAS AMAZONAS,MAYNAS,NA,No,0,0,1,1,0,0,1,1,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,0,1,1,NA,NA,NA
ISLANDIA_YAVARI,ISLANDIA_YAVARI,ISLANDIA_YAVARI,ISLANDIA,YAVARI,MARISCAL RAMON CASTILLA,ISLANDIA,RAMON CASTILLA,MARISCAL RAMON CASTILLA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ISLANDIA_YAVARI,ISLANDIA_YAVARI,ISLANDIA_YAVARI,ISLANDIA,YAVARI,MARISCAL RAMON CASTILLA,ISLANDIA,YAVARI,MARISCAL RAMON CASTILLA,NA,No,68,0,272,340,21,1,223,245,74,0,367,441,28,1,119,148,19,80,99,7,56,63,0,12,12
ISRAEL_LAS AMAZONAS,ISRAEL_LAS AMAZONAS,ISRAEL_LAS AMAZONAS,ISRAEL,LAS AMAZONAS,MAYNAS,ISRAEL,LAS AMAZONAS,MAYNAS,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ISRAEL_MAZAN,ISRAEL_MAZAN,#N/A,ISRAEL,MAZAN,MAYNAS,ISRAEL,MAZAN,MAYNAS,NA,No,NA,NA,NA,NA,0,0,3,3,1,0,2,3,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA
ITAYA_BELEN,#N/A,ITAYA_BELEN,ITAYA,BELEN,MAYNAS,ITAYA,BELEN,MAYNAS,NA,No,3,0,15,18,2,0,7,9,4,0,20,24,1,0,6,7,3,5,8,0,6,6,0,2,2
